Id,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
C00004157,IN,63,area_code_510,no,no,0,6.6,107,1.12,359.3,142,30.54,252.5,131,11.36,5.6,3,1.51,0,no
C00004159,UT,39,area_code_415,no,yes,17,230.7,122,39.22,207.1,85,17.6,208.9,73,9.4,9.2,1,2.48,3,no
C00004166,VT,61,area_code_415,no,no,0,217.5,116,36.98,258.5,108,21.97,210.4,99,9.47,8.7,3,2.35,1,no
C00004184,AR,97,area_code_415,no,yes,35,203.1,104,34.53,211.8,91,18.0,246.1,105,11.07,9.7,6,2.62,0,no
C00004190,NC,93,area_code_510,no,no,0,217.2,92,36.92,204.5,83,17.38,157.9,101,7.11,11.4,10,3.08,1,no
C00004195,MN,30,area_code_408,no,no,0,112.9,81,19.19,224.8,68,19.11,188.4,122,8.48,11.3,7,3.05,4,yes
C00004197,AL,57,area_code_415,no,no,0,190.1,114,32.32,274.5,96,23.33,132.5,122,5.96,9.2,5,2.48,3,no
C00004202,OK,50,area_code_408,no,no,0,198.7,114,33.78,141.5,90,12.03,293.0,79,13.18,10.5,5,2.84,4,no
C00004206,NM,102,area_code_510,no,yes,18,144.4,76,24.55,160.7,97,13.66,200.8,101,9.04,9.3,4,2.51,0,no
C00004215,OK,71,area_code_415,no,no,0,123.8,130,21.05,226.5,91,19.25,213.9,96,9.63,8.8,7,2.38,2,no
C00004222,OK,117,area_code_415,no,no,0,212.1,133,36.06,276.6,94,23.51,195.5,124,8.8,9.5,3,2.57,2,no
C00004223,FL,131,area_code_408,no,no,0,43.3,118,7.36,178.5,113,15.17,185.9,120,8.37,10.6,4,2.86,0,no
C00004230,KY,145,area_code_408,no,no,0,135.0,122,22.95,206.3,88,17.54,210.4,90,9.47,19.7,4,5.32,0,no
C00004235,TX,86,area_code_408,no,no,0,181.1,124,30.79,229.5,105,19.51,122.2,91,5.5,5.6,6,1.51,5,no
C00004242,MN,150,area_code_408,no,no,0,170.0,115,28.9,162.7,138,13.83,267.2,77,12.02,8.3,2,2.24,0,no
C00004246,WV,73,area_code_408,no,no,0,177.9,89,30.24,131.2,82,11.15,186.2,89,8.38,11.5,6,3.11,3,no
C00004253,VT,93,area_code_510,no,no,0,190.7,114,32.42,218.2,111,18.55,129.6,121,5.83,8.1,3,2.19,3,no
C00004256,LA,172,area_code_408,no,no,0,212.0,121,36.04,31.2,115,2.65,293.3,78,13.2,12.6,10,3.4,3,no
C00004272,NY,75,area_code_415,no,yes,21,175.8,97,29.89,217.5,106,18.49,237.5,134,10.69,5.3,4,1.43,5,no
C00004274,MI,140,area_code_415,no,no,0,231.9,101,39.42,160.1,94,13.61,110.4,98,4.97,14.3,6,3.86,3,no
C00004276,UT,83,area_code_408,yes,no,0,271.5,87,46.16,216.3,126,18.39,121.1,105,5.45,11.7,4,3.16,1,no
C00004277,SC,87,area_code_415,no,no,0,136.3,97,23.17,172.2,108,14.64,137.5,101,6.19,7.1,5,1.92,0,no
C00004286,AZ,86,area_code_408,no,yes,31,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,no
C00004294,NM,119,area_code_510,no,yes,23,154.0,114,26.18,278.0,137,23.63,228.4,112,10.28,11.8,4,3.19,2,no
C00004299,DE,71,area_code_415,no,no,0,197.9,108,33.64,181.5,109,15.43,281.4,56,12.66,6.7,5,1.81,3,no
C00004304,SD,128,area_code_510,yes,yes,32,223.5,81,38.0,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2,yes
C00004309,ME,31,area_code_415,no,no,0,166.1,105,28.24,79.3,93,6.74,213.7,98,9.62,12.7,2,3.43,1,no
C00004312,CO,154,area_code_415,no,no,0,350.8,75,59.64,216.5,94,18.4,253.9,100,11.43,10.1,9,2.73,1,yes
C00004316,MS,150,area_code_510,no,no,0,126.0,99,21.42,238.5,73,20.27,285.1,100,12.83,10.2,6,2.75,3,no
C00004320,OH,73,area_code_415,no,no,0,183.4,80,31.18,242.0,115,20.57,201.4,100,9.06,7.5,3,2.03,4,no
C00004323,NM,155,area_code_415,no,no,0,190.3,123,32.35,301.3,96,25.61,214.6,134,9.66,8.0,3,2.16,1,no
C00004325,TX,70,area_code_510,no,no,0,59.5,103,10.12,257.2,106,21.86,208.3,86,9.37,11.1,6,3.0,0,no
C00004331,AR,74,area_code_510,no,no,0,148.5,111,25.25,146.5,42,12.45,289.2,83,13.01,9.9,6,2.67,3,no
C00004335,AL,144,area_code_415,no,no,0,177.5,93,30.18,287.4,75,24.43,180.5,118,8.12,11.9,3,3.21,2,no
C00004340,NY,47,area_code_415,no,yes,37,163.5,77,27.8,203.1,102,17.26,232.0,87,10.44,7.8,4,2.11,2,no
C00004343,AK,111,area_code_415,no,no,0,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,7.9,3,2.13,4,no
C00004346,NM,65,area_code_415,no,no,0,148.7,80,25.28,259.0,94,22.02,149.5,107,6.73,12.7,6,3.43,2,no
C00004350,FL,92,area_code_415,no,no,0,201.9,74,34.32,226.8,119,19.28,217.5,80,9.79,13.7,6,3.7,3,no
C00004362,MT,27,area_code_510,no,no,0,193.8,102,32.95,118.9,104,10.11,135.9,124,6.12,9.2,3,2.48,0,no
C00004374,NM,87,area_code_510,yes,no,0,167.3,119,28.44,198.5,119,16.87,133.1,88,5.99,11.0,6,2.97,1,no
C00004382,OH,61,area_code_510,yes,yes,16,143.5,76,24.4,242.6,58,20.62,147.7,95,6.65,11.3,3,3.05,0,no
C00004384,DE,147,area_code_510,no,no,0,209.4,104,35.6,132.5,78,11.26,149.4,123,6.72,11.3,3,3.05,2,no
C00004388,MO,120,area_code_415,no,yes,24,212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,13,2.62,2,no
C00004401,WI,80,area_code_415,no,no,0,239.9,121,40.78,142.3,51,12.1,364.3,106,16.39,9.3,5,2.51,1,no
C00004402,ME,205,area_code_510,no,yes,24,175.8,139,29.89,155.0,98,13.18,180.7,64,8.13,7.8,5,2.11,2,no
C00004410,NY,147,area_code_510,no,yes,33,251.5,107,42.76,234.1,110,19.9,213.4,87,9.6,10.4,6,2.81,3,no
C00004411,MI,133,area_code_408,no,no,0,277.3,138,47.14,228.4,117,19.41,117.3,103,5.28,12.8,4,3.46,2,no
C00004413,NY,11,area_code_415,no,no,0,143.4,130,24.38,289.4,50,24.6,194.0,100,8.73,9.7,6,2.62,2,no
C00004415,MN,116,area_code_510,no,no,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,0,no
C00004421,ND,132,area_code_415,no,yes,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,no
C00004422,WY,185,area_code_415,yes,yes,30,154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,2,no
C00004423,PA,124,area_code_415,no,no,0,167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,0,no
C00004427,AL,131,area_code_510,no,no,0,153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,0,no
C00004431,AL,100,area_code_408,no,yes,25,246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13.0,5,3.51,1,no
C00004435,MD,37,area_code_415,yes,no,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,no
C00004439,UT,72,area_code_415,no,no,0,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,3,no
C00004442,CO,101,area_code_408,no,yes,23,262.2,101,44.57,157.0,80,13.35,129.1,100,5.81,7.3,14,1.97,1,no
C00004444,FL,75,area_code_510,no,yes,26,118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,3,3.62,2,no
C00004448,TX,87,area_code_415,no,no,0,169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67,3,no
C00004449,RI,85,area_code_415,yes,no,0,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,4,2.24,4,no
C00004450,FL,55,area_code_510,no,yes,45,130.5,114,22.19,208.4,94,17.71,141.6,114,6.37,11.0,5,2.97,4,no
C00004451,SC,109,area_code_415,no,yes,46,217.5,123,36.98,233.7,84,19.86,163.9,99,7.38,9.0,3,2.43,4,no
C00004462,IN,99,area_code_415,yes,no,0,197.2,127,33.52,156.0,92,13.26,204.1,99,9.18,9.9,6,2.67,4,yes
C00004463,NE,86,area_code_510,no,yes,29,157.2,118,26.72,196.3,136,16.69,226.7,109,10.2,8.4,5,2.27,3,no
C00004466,NV,27,area_code_510,no,no,0,177.6,121,30.19,296.8,92,25.23,192.9,106,8.68,7.6,3,2.05,3,no
C00004474,CT,106,area_code_510,no,yes,33,81.6,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,4,2.67,1,no
C00004487,UT,68,area_code_415,no,no,0,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,3,2.27,1,no
C00004494,OH,107,area_code_510,no,yes,38,219.4,92,37.3,180.5,73,15.34,104.1,91,4.68,11.0,1,2.97,2,no
C00004506,MO,72,area_code_415,no,no,0,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,12.0,5,3.24,2,no
C00004507,MN,65,area_code_510,no,yes,29,158.1,104,26.88,322.2,81,27.39,210.0,96,9.45,8.9,6,2.4,1,no
C00004508,TN,99,area_code_408,no,no,0,54.8,92,9.32,173.0,103,14.71,195.1,125,8.78,7.5,3,2.03,1,no
C00004509,UT,111,area_code_510,no,no,0,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,6.4,3,1.73,2,no
C00004511,KY,88,area_code_415,no,no,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,no
C00004517,ID,114,area_code_415,no,no,0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2,no
C00004521,MS,84,area_code_510,no,no,0,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,12.3,1,3.32,1,no
C00004526,DC,60,area_code_408,no,no,0,179.3,147,30.48,208.9,89,17.76,248.2,98,11.17,13.5,6,3.65,1,no
C00004534,NE,21,area_code_510,no,no,0,225.0,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,no
C00004539,DE,133,area_code_510,no,no,0,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02,0,no
C00004541,KY,39,area_code_415,no,no,0,295.4,126,50.22,232.1,117,19.73,204.4,123,9.2,11.5,2,3.11,1,no
C00004545,CT,124,area_code_415,no,no,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,no
C00004554,VA,150,area_code_510,no,no,0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,no
C00004559,SD,108,area_code_415,no,no,0,240.2,78,40.83,230.3,109,19.58,217.0,83,9.76,5.2,1,1.4,2,no
C00004560,DE,115,area_code_408,no,no,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,no
C00004561,WI,105,area_code_415,no,yes,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,2,no
C00004563,LA,82,area_code_415,no,no,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,no
C00004566,NV,141,area_code_415,no,no,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11.0,6,2.97,0,no
C00004567,CO,98,area_code_408,no,no,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,no
C00004572,ND,166,area_code_510,no,no,0,197.9,89,33.64,251.0,113,21.34,138.3,85,6.22,11.2,2,3.02,2,no
C00004576,ID,170,area_code_510,no,yes,37,178.1,130,30.28,242.8,103,20.64,243.0,93,10.93,13.0,4,3.51,0,no
C00004582,CA,137,area_code_415,no,yes,22,189.6,42,32.23,179.0,137,15.22,179.6,126,8.08,11.4,5,3.08,2,no
C00004583,WV,94,area_code_415,no,yes,28,92.7,107,15.76,127.8,86,10.86,225.6,86,10.15,9.9,4,2.67,3,no
C00004585,NH,148,area_code_408,no,no,0,17.6,121,2.99,161.7,125,13.74,203.1,82,9.14,10.6,6,2.86,1,no
C00004586,UT,144,area_code_510,no,yes,37,219.9,102,37.38,222.1,77,18.88,118.5,111,5.33,10.0,4,2.7,1,no
C00004595,NE,123,area_code_415,no,no,0,150.0,98,25.5,89.8,95,7.63,326.0,91,14.67,11.1,3,3.0,3,no
C00004596,VA,43,area_code_408,no,yes,35,200.2,105,34.03,244.4,88,20.77,207.2,97,9.32,11.6,4,3.13,3,no
C00004601,LA,40,area_code_510,no,no,0,109.4,107,18.6,244.7,102,20.8,276.9,123,12.46,7.1,7,1.92,0,no
C00004622,AR,109,area_code_510,no,no,0,175.4,125,29.82,250.7,87,21.31,289.3,74,13.02,9.8,9,2.65,1,no
C00004623,NE,103,area_code_408,no,no,0,160.8,91,27.34,155.8,82,13.24,254.3,103,11.44,8.5,3,2.3,1,no
C00004624,DC,115,area_code_408,no,no,0,178.7,114,30.38,271.0,96,23.04,245.9,94,11.07,16.4,5,4.43,2,no
C00004627,AR,109,area_code_510,no,no,0,153.1,102,26.03,234.1,77,19.9,329.2,74,14.81,9.9,9,2.67,3,no
C00004630,IL,79,area_code_408,yes,no,0,103.5,134,17.6,319.3,111,27.14,239.9,124,10.8,8.4,4,2.27,2,no
C00004634,CO,107,area_code_415,no,no,0,167.3,100,28.44,163.9,79,13.93,185.9,100,8.37,6.7,5,1.81,2,no
C00004637,DC,147,area_code_408,no,no,0,168.6,92,28.66,187.7,107,15.95,216.5,95,9.74,14.4,8,3.89,2,no
C00004652,IA,89,area_code_415,no,yes,35,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19,1,no
C00004654,KS,91,area_code_408,yes,no,0,246.4,110,41.89,182.0,98,15.47,157.6,106,7.09,12.1,2,3.27,2,yes
C00004659,MI,74,area_code_415,no,no,0,314.1,86,53.4,222.4,99,18.9,259.0,121,11.66,12.3,5,3.32,3,no
C00004666,NC,130,area_code_408,yes,no,0,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,5,yes
C00004667,TX,90,area_code_415,yes,yes,26,169.0,104,28.73,188.8,104,16.05,213.3,76,9.6,13.3,3,3.59,0,no
C00004671,SC,107,area_code_415,no,no,0,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0,no
C00004672,TN,88,area_code_415,no,no,0,181.5,116,30.86,187.0,119,15.9,220.3,96,9.91,10.5,7,2.84,1,no
C00004678,CA,112,area_code_415,no,no,0,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0,no
C00004687,NH,97,area_code_408,no,yes,32,90.0,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,6,2.32,2,no
C00004694,MT,85,area_code_408,no,yes,17,89.8,88,15.27,233.2,75,19.82,165.7,116,7.46,9.3,7,2.51,4,no
C00004700,SC,112,area_code_415,no,yes,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,no
C00004702,OH,133,area_code_408,no,no,0,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0,no
C00004703,NC,95,area_code_408,no,no,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,yes
C00004710,KY,76,area_code_415,no,no,0,204.0,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,no
C00004715,UT,148,area_code_510,no,no,0,203.0,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1,no
C00004720,VA,90,area_code_408,no,no,0,222.0,93,37.74,187.0,103,15.9,282.3,124,12.7,12.4,6,3.35,2,no
C00004727,LA,62,area_code_415,no,no,0,186.8,94,31.76,207.6,92,17.65,195.0,98,8.78,8.8,4,2.38,3,no
C00004730,ND,27,area_code_415,no,no,0,227.4,67,38.66,248.0,115,21.08,61.4,109,2.76,7.8,6,2.11,1,no
C00004741,OH,160,area_code_415,no,no,0,206.3,66,35.07,241.1,109,20.49,227.8,102,10.25,11.7,6,3.16,0,no
C00004747,TN,39,area_code_408,no,no,0,187.2,110,31.82,114.7,116,9.75,104.7,83,4.71,13.2,5,3.56,1,no
C00004750,OK,52,area_code_415,no,no,0,124.9,131,21.23,300.5,118,25.54,192.5,106,8.66,11.6,4,3.13,2,no
C00004757,NV,111,area_code_415,no,yes,35,161.2,142,27.4,159.1,104,13.52,167.9,98,7.56,14.7,5,3.97,1,no
C00004758,DE,42,area_code_415,no,yes,31,170.8,101,29.04,233.4,104,19.84,174.2,121,7.84,11.0,3,2.97,2,no
C00004765,AL,117,area_code_415,no,no,0,198.5,75,33.75,179.8,92,15.28,234.1,119,10.53,10.6,6,2.86,0,no
C00004770,LA,92,area_code_510,no,no,0,87.6,89,14.89,172.3,133,14.65,153.4,88,6.9,8.0,4,2.16,1,no
C00004773,MA,117,area_code_408,no,no,0,240.2,110,40.83,187.9,65,15.97,152.7,102,6.87,7.0,19,1.89,3,no
C00004776,NC,110,area_code_415,yes,no,0,135.1,99,22.97,227.3,123,19.32,176.0,110,7.92,13.2,4,3.56,1,no
C00004789,AR,97,area_code_510,no,yes,32,172.7,79,29.36,217.4,101,18.48,260.7,88,11.73,11.7,5,3.16,1,no
C00004790,VA,150,area_code_415,no,yes,29,235.8,91,40.09,202.8,84,17.24,246.3,81,11.08,11.9,4,3.21,1,no
C00004798,MN,126,area_code_415,no,no,0,152.4,94,25.91,166.2,91,14.13,199.2,84,8.96,10.2,1,2.75,1,no
C00004816,VA,144,area_code_415,no,no,0,97.9,119,16.64,171.3,88,14.56,169.9,83,7.65,7.4,4,2.0,0,no
C00004817,ID,45,area_code_510,yes,yes,40,179.0,114,30.43,272.6,99,23.17,67.1,80,3.02,10.8,3,2.92,3,yes
C00004829,CO,43,area_code_415,no,no,0,184.8,114,31.42,130.6,131,11.1,175.0,69,7.88,8.0,9,2.16,0,no
C00004833,MI,142,area_code_408,no,no,0,245.1,66,41.67,144.6,109,12.29,227.3,112,10.23,3.1,4,0.84,1,no
C00004835,KY,158,area_code_510,no,yes,22,192.9,86,32.79,219.7,104,18.67,169.3,92,7.62,10.9,3,2.94,2,no
C00004840,WV,128,area_code_415,no,no,0,140.3,108,23.85,235.3,111,20.0,200.8,57,9.04,11.8,6,3.19,1,no
C00004843,PA,54,area_code_415,no,no,0,230.2,89,39.13,148.7,110,12.64,255.6,139,11.5,8.1,3,2.19,4,no
C00004844,NY,115,area_code_408,no,yes,30,181.2,65,30.8,193.2,62,16.42,153.2,92,6.89,9.9,6,2.67,2,no
C00004853,IL,103,area_code_408,no,no,0,205.2,74,34.88,200.8,97,17.07,251.1,94,11.3,11.2,1,3.02,1,no
C00004856,GA,84,area_code_408,yes,yes,18,136.8,114,23.26,200.3,110,17.03,199.0,86,8.96,8.0,4,2.16,3,no
C00004857,SD,129,area_code_408,no,no,0,52.2,93,8.87,128.8,117,10.95,141.7,63,6.38,9.4,12,2.54,1,no
C00004864,NJ,82,area_code_415,no,yes,33,247.4,106,42.06,167.1,110,14.2,207.6,113,9.34,6.8,1,1.84,5,no
C00004871,AR,121,area_code_415,no,no,0,123.6,113,21.01,229.4,85,19.5,242.9,97,10.93,10.3,4,2.78,0,no
C00004874,LA,76,area_code_510,no,no,0,156.3,117,26.57,115.7,53,9.83,316.4,121,14.24,6.8,4,1.84,1,no
C00004886,MN,31,area_code_415,no,no,0,224.5,96,38.17,191.2,72,16.25,214.5,100,9.65,9.1,1,2.46,2,no
C00004892,MD,131,area_code_415,no,no,0,212.8,108,36.18,212.0,115,18.02,235.9,96,10.62,9.8,11,2.65,0,no
C00004901,NM,109,area_code_408,no,yes,40,99.7,116,16.95,140.3,117,11.93,221.3,76,9.96,13.9,5,3.75,3,no
C00004917,AK,141,area_code_408,no,yes,43,157.8,122,26.83,132.3,108,11.25,137.1,81,6.17,5.6,2,1.51,2,no
C00004918,WA,60,area_code_415,no,yes,31,223.6,83,38.01,235.6,77,20.03,153.0,119,6.89,4.7,8,1.27,4,no
C00004922,IN,55,area_code_415,no,yes,33,141.0,99,23.97,250.9,109,21.33,284.6,89,12.81,11.7,3,3.16,0,no
C00004930,ME,62,area_code_510,no,no,0,211.3,100,35.92,228.4,91,19.41,217.1,77,9.77,6.3,5,1.7,0,no
C00004931,MD,119,area_code_415,no,no,0,209.4,125,35.6,286.3,91,24.34,208.6,73,9.39,8.1,4,2.19,2,no
C00004933,WY,81,area_code_415,no,no,0,165.2,109,28.08,170.6,96,14.5,205.0,74,9.23,9.9,4,2.67,0,no
C00004938,UT,124,area_code_510,no,no,0,234.2,110,39.81,199.0,121,16.92,246.4,135,11.09,7.1,4,1.92,0,no
C00004939,MN,162,area_code_408,no,no,0,221.9,66,37.72,112.7,109,9.58,176.5,141,7.94,10.7,6,2.89,1,no
C00004940,ME,82,area_code_415,no,yes,23,249.4,117,42.4,195.8,100,16.64,162.2,94,7.3,12.3,2,3.32,1,no
C00004942,WY,46,area_code_510,yes,yes,27,170.9,73,29.05,184.7,77,15.7,130.8,94,5.89,6.1,7,1.65,2,no
C00004944,MN,76,area_code_415,no,no,0,168.4,74,28.63,161.0,83,13.69,147.4,117,6.63,8.0,4,2.16,1,no
C00004948,NJ,136,area_code_415,yes,yes,22,160.3,115,27.25,273.2,88,23.22,203.2,89,9.14,11.7,2,3.16,0,no
C00004949,CA,91,area_code_510,no,no,0,172.5,56,29.33,276.5,70,23.5,180.9,90,8.14,6.9,2,1.86,3,no
C00004954,NC,172,area_code_415,no,no,0,136.0,90,23.12,184.0,89,15.64,137.5,48,6.19,5.5,3,1.49,0,no
C00004958,AL,152,area_code_408,no,no,0,142.8,106,24.28,230.5,87,19.59,212.8,74,9.58,7.2,8,1.94,0,no
C00004963,AZ,148,area_code_415,no,no,0,168.7,125,28.68,208.5,79,17.72,184.1,86,8.28,6.8,6,1.84,2,no
C00004964,GA,84,area_code_415,no,no,0,172.3,92,29.29,224.2,96,19.06,223.4,100,10.05,9.7,1,2.62,2,no
C00004981,VA,52,area_code_415,yes,yes,27,207.5,92,35.28,182.8,92,15.54,189.0,68,8.5,9.8,3,2.65,2,no
C00004993,WV,102,area_code_510,no,no,0,145.8,59,24.79,223.1,109,18.96,219.2,104,9.86,9.8,3,2.65,0,no
C00004996,WA,73,area_code_408,no,no,0,177.2,118,30.12,270.5,84,22.99,241.8,112,10.88,12.3,2,3.32,3,no
